1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,,26%,19%,7%,7%,32%,1%,8%,21.05,18.02,26.67,6.19,4.32,5.65,13.33,,,,,,,
DEVELOPMENT,DATA AS OF,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,Total,Trash (tons/day),MGP (tons/day),Cardboard (tons/day),Paper (tons/day),Organics (tons/day),E-Waste (tons/day),Textiles (tons/day),Trash (CY/day),MGP (CY/day),Cardboard (CY/day),Paper  (CY/day),Organics (CY/day),E-Waste (CY/day),Textiles (CY/day),Trash (Gallons),MGP (Gallons),Cardboard (Gallons),Paper(Gallons),Organics (Gallons),E-Waste (Gallons),Textiles (Gallons)
FORT INDEPENDENCE STREET-HEATH AVENUE,1/1/19,NY005012020,197,197,308,311,NY005110,FEDERAL,TURNKEY,NEW CONST,,342,344,1509,4.41,,733,733,117,0.347,1,0,2,21,149152,3.42,149152,3.42,25162,3321343,0.1687,214,10566070,6933,544,FT INDEPENDENCE ST,HEATH AVE,BAILEY AVE,SUMMIT PL,BRONX,8,13,33,81,14,11/30/74,,,,,0.855,0.2223,0.042237,0.00295659,0.000206961,6.62276E-05,6.62276E-07,5.29821E-08,4.679415,0.76111074,0.078852255,0.00128109,0.000286103,3.74186E-06,7.06251E-07,945.1201652,153.7245806,15.92610541,0.258746962,0.057785428,0.000755758,0.000142644
FORT WASHINGTON AVENUE REHAB,1/1/19,NY005013090,309,309,341,341,NY005266,FEDERAL,TURNKEY,REHAB (ELD),,226,226,814,3.6,,277,277,204,0.903,1,0,2,7,112034,2.57,112034,2.57,43735,3690779,0.3904,108,16237236,19862,327,RIVERSIDE DR,W 163RD ST,FT WASHINGTON AVE,W 165TH ST,MANHATTAN,12,13,31,71,7,10/1/85,,EXCLUSIVELY,YES,,0.565,0.1469,0.027911,0.00195377,0.000136764,4.37644E-05,4.37644E-07,3.50116E-08,3.092245,0.50295622,0.052107046,0.000846569,0.000189062,2.47269E-06,4.66704E-07,624.5530916,101.5840796,10.52426849,0.170984834,0.038185692,0.000499419,9.42621E-05
FULTON,1/1/19,NY005001360,136,136,252,252,NY005053,FEDERAL,CONVENTIONAL,NEW CONST,,944,944,4223,4.47,,2166,2166,374,0.399,11,1,12,43641,214139,4.92,214139,4.92,70645,8097991,0.2588,440,20727847,4866,678,W 16TH ST,W 19TH ST,NINTH AVE,,MANHATTAN,4,10,27,75,3,3/31/65,,,,,2.36,0.6136,0.116584,0.00816088,0.000571262,0.000182804,1.82804E-06,1.46243E-07,12.91628,2.10084368,0.21765067,0.003536109,0.000789712,1.03284E-05,1.94942E-06,2608.752737,424.3158014,43.95977634,0.714202141,0.159501299,0.00208607,0.000393732
GARVEY (GROUP A),1/1/19,NY005012520,252,252,381,381,NY005166,FEDERAL,CONVENTIONAL,NEW CONST,,320,321,1525,4.77,,863,863,124,0.394,3,1,6,"2, 6-14",142730,3.28,142730,3.28,40745,3257257,0.2855,263,12599489,8168,563,EAST NEW YORK AVE,AMBOY ST,PITKIN AVE,,BROOKLYN,16,9,20,55,41,2/28/75,,PARTIALLY,,,0.8,0.208,0.03952,0.0027664,0.000193648,6.19674E-05,6.19674E-07,4.95739E-08,4.3784,0.7121504,0.073779888,0.001198681,0.000267699,3.50116E-06,6.6082E-07,884.3229616,143.8358649,14.9016191,0.242102421,0.054068237,0.000707142,0.000133468
GLEBE AVENUE-WESTCHESTER AVENUE,1/1/19,NY005010670,225,67,342,222,NY005147,FEDERAL,TURNKEY,NEW CONST (ELD),,131,132,434.5,3.32,,143,143,124,0.947,1,0,1,6,47204,1.08,47204,1.08,18734,1123122,0.3969,132,3356367,7467,324,GLEBE AVE,WESTCHESTER AVE,CASTLE HILL AVE,LYON AVE,BRONX,10,14,34,87,18,12/31/71,,EXCLUSIVELY,,,0.3275,0.08515,0.0161785,0.001132495,7.92747E-05,2.53679E-05,2.53679E-07,2.02943E-08,1.7924075,0.29153657,0.030203642,0.00049071,0.000109589,1.43329E-06,2.70523E-07,362.0197124,58.88280719,6.100350319,0.099110678,0.022134184,0.000289486,5.46386E-05
GLENMORE PLAZA,1/1/19,NY005011690,171,169,581,581,NY005267C,FEDERAL,CONVENTIONAL,NEW CONST,,439,440,1701.5,3.88,,823,823,189,0.441,4,0,4,45583,186180,4.27,186180,4.27,24838,4024811,0.1334,193,10600000,6221,499,PITKIN AVE,GLENMORE AVE,WATKINS ST,POWELL ST,BROOKLYN,16,8,19,55,37,4/30/68,1980/07/01-ATP 5,,,,1.0975,0.28535,0.0542165,0.003795155,0.000265661,8.50115E-05,8.50115E-07,6.80092E-08,6.0066175,0.97698133,0.101216784,0.001644441,0.00036725,4.80315E-06,9.06562E-07,1213.180563,197.3248271,20.4431587,0.332134258,0.074174862,0.000970111,0.000183102
GLENWOOD,1/1/19,NY005000440,44,44,584,584,NY005268B,FEDERAL,CONVENTIONAL,NEW CONST,,1186,1188,5207,4.39,,2512,2512,404,0.344,20,0,40,6,975095,22.39,915230,21.01,183856,10242805,0.1886,112,12907133,2475,599,E 56TH ST,FARRAGUT RD,RALPH AVE,AVENUE H,BROOKLYN,18,8,21,59,45,7/14/50,1980/07/01-ATP 6,,,,2.965,0.7709,0.146471,0.01025297,0.000717708,0.000229667,2.29667E-06,1.83733E-07,16.227445,2.63940742,0.27344671,0.004442612,0.000992159,1.29762E-05,2.44916E-06,3277.521976,533.0916742,55.22912579,0.897292096,0.200390403,0.002620847,0.000494667
GOMPERS,1/1/19,NY005011000,100,100,237,237,NY005032,FEDERAL,CONVENTIONAL,NEW CONST,,472,474,2193,4.65,,1067,1067,205,0.442,2,2,5,20,161016,3.7,161016,3.7,24555,4083496,0.1525,288,9322807,4240,556,DELANCY ST,PITT ST,STANTON ST,,MANHATTAN,3,7,26,74,2,4/30/64,,,,,1.18,0.3068,0.058292,0.00408044,0.000285631,9.14019E-05,9.14019E-07,7.31215E-08,6.45814,1.05042184,0.108825335,0.001768055,0.000394856,5.1642E-06,9.74709E-07,1304.376368,212.1579007,21.97988817,0.35710107,0.079750649,0.001043035,0.000196866
GOWANUS,1/1/19,NY005000250,25,25,515,515,NY005213G,FEDERAL,CONVENTIONAL,NEW CONST,,1137,1139,5436.5,4.78,,2669,2669,455,0.404,15,1,25,4-6-9-13-14,547663,12.57,502216,11.53,105659,9028680,0.1929,212,11928000,2203,556,WYCKOFF ST,DOUGLASS ST,BOND ST,HOYT ST,BROOKLYN,6,7,25,52,33,6/24/49,1977/07/01-ATP 1,,,,2.8425,0.73905,0.1404195,0.009829365,0.000688056,0.000220178,2.20178E-06,1.76142E-07,15.5570025,2.53035939,0.262149165,0.004259064,0.000951168,1.244E-05,2.34798E-06,3142.110023,511.0668074,52.94731536,0.860220163,0.192111204,0.002512566,0.00047423
GRAMPION,1/1/19,NY005010300,281,30,507,503,NY005210,FEDERAL,CONVENTIONAL,REHAB,,35,35,155.5,4.44,,67,67,8,0.242,1,0,1,7,7144,0.16,7144,0.16,5000,377500,0.6999,419,817621,5094,522,W 119TH ST,SAINT NICHOLAS AVE,,,MANHATTAN,10,13,30,70,9,5/17/77,,,YES,,0.0875,0.02275,0.0043225,0.000302575,2.11803E-05,6.77768E-06,6.77768E-08,5.42214E-09,0.4788875,0.07789145,0.008069675,0.000131106,2.92796E-05,3.82939E-07,7.22772E-08,96.72282393,15.73204772,1.629864589,0.026479952,0.005913713,7.73437E-05,1.45981E-05
GRANT,1/1/19,NY005000870,87,87,232,232,NY005030,FEDERAL,CONVENTIONAL,NEW CONST,,1939,1940,9133.5,4.71,,4282,4282,741,0.39,9,1,10,13-21,655681,15.05,655681,15.05,101477,16701596,0.1548,285,28783425,3150,565,W 125TH ST,MORNINGSIDE AVE,W 123RD ST,BROADWAY,MANHATTAN,9,13,30,69,7,10/31/57,,,,,4.8475,1.26035,0.2394665,0.016762655,0.001173386,0.000375483,3.75483E-06,3.00387E-07,26.5303675,4.31518633,0.447060009,0.007263258,0.001622089,2.12148E-05,4.00416E-06,5358.444445,871.5554438,90.29449823,1.466989354,0.327619723,0.004284841,0.000808735
GRAVESEND,1/1/19,NY005011720,68,172,225,225,NY005025,FEDERAL,CONVENTIONAL,NEW CONST,,627,634,2915.5,4.65,,1463,1463,217,0.351,15,0,15,7,540725,12.41,540725,12.41,92855,5356500,0.1717,118,7927996,2687,494,NEPTUNE AVE,BAYVIEW AVE,W 33RD ST,,BROOKLYN,13,8,23,46,47,6/28/54,,,,,1.5675,0.40755,0.0774345,0.005420415,0.000379429,0.000121417,1.21417E-06,9.71338E-08,8.5789275,1.39536969,0.144562468,0.002348666,0.000524523,6.86008E-06,1.29479E-06,1732.720303,281.8283978,29.19785992,0.47436943,0.105939952,0.001385557,0.000261515
GUN HILL,1/1/19,NY005010470,40,40,579,579,NY005267A,FEDERAL,CONVENTIONAL,NEW CONST,,732,733,3126,4.27,,1470,1470,283,0.391,6,0,6,14,345256,7.93,314070,7.21,54684,6221645,0.1584,185,8709286,2784,541,HOLLAND AVE,WHITE PLAINS RD,GUN HILL RD,MAGENTA ST,BRONX,12,16,36,83,12,11/30/50,1980/07/01-ATP 5,,,,1.83,0.4758,0.090402,0.00632814,0.00044297,0.00014175,1.4175E-06,1.134E-07,10.01559,1.62904404,0.168771494,0.002741983,0.000612361,8.00889E-06,1.51163E-06,2022.888775,329.0245409,34.08745369,0.553809287,0.123681092,0.001617588,0.000305309
HABER,1/1/19,NY005011660,142,166,589,589,NY005271D,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,380,380,1327,3.49,,442,442,347,0.928,3,0,3,14,134432,3.09,134432,3.09,23903,2547605,0.1778,143,7494000,5647,295,W 24TH ST,SURF AVE,REIGELMANN BRDWLK,W 25TH ST,BROOKLYN,13,8,23,46,47,6/30/65,1980/10/01-ATP 7,EXCLUSIVELY,,,0.95,0.247,0.04693,0.0032851,0.000229957,7.35862E-05,7.35862E-07,5.8869E-08,5.19935,0.8456786,0.087613617,0.001423434,0.000317893,4.15762E-06,7.84724E-07,1050.133517,170.8050896,17.69567268,0.287496624,0.064206031,0.000839732,0.000158494
HAMMEL,1/1/19,NY005010750,75,75,226,226,NY005027,FEDERAL,CONVENTIONAL,NEW CONST,,710,712,3296,4.64,,1790,1790,212,0.302,14,0,14,7,616678,14.16,572678,13.15,107706,5991153,0.1747,126,9618901,2909,453,B 86TH ST,HAMMELS BLVD,B 81ST ST,ROCKAWAY BCH BLVD,QUEENS,14,5,10,31,31,4/20/55,,,,,1.775,0.4615,0.087685,0.00613795,0.000429657,0.00013749,1.3749E-06,1.09992E-07,9.714575,1.5800837,0.163699127,0.002659574,0.000593957,7.76819E-06,1.46619E-06,1962.091571,319.1358252,33.06296738,0.537164746,0.119963901,0.001568972,0.000296133
HARBORVIEW TERRACE,1/1/19,NY005010220,262,22,377,377,NY005168,FEDERAL,TURNKEY,NEW CONST,,377,377,1493.5,3.96,,648,648,241,0.65,2,0,2,14-15,120497,2.77,120497,2.77,22666,3139759,0.1881,234,16721224,10911,522,W 54TH ST,W 56TH ST,TENTH AVE,ELEVENTH AVE,MANHATTAN,4,10,"27, 31",67,6,6/30/77,,PARTIALLY,,,0.9425,0.24505,0.0465595,0.003259165,0.000228142,7.30053E-05,7.30053E-07,5.84042E-08,5.1583025,0.83900219,0.086921931,0.001412196,0.000315383,4.1248E-06,7.78528E-07,1041.842989,169.4566283,17.55597,0.285226914,0.063699142,0.000833102,0.000157243
HARLEM RIVER,1/1/19,NY005010030,3,3,201,201,NY005042,FEDERAL,CONVENTIONAL,NEW CONST,,574,577,2231,3.89,,1079,1079,181,0.323,7,0,47,43560,322075,7.39,313137,7.19,103777,5237933,0.3222,146,4147782,2103,548,MACOMBS PL,HARLEM RIVER DR,W 151ST ST,W 153RD ST,MANHATTAN,10,13,30,71,9,10/1/37,,,,,1.435,0.3731,0.070889,0.00496223,0.000347356,0.000111154,1.11154E-06,8.89232E-08,7.853755,1.27741978,0.132342674,0.002150134,0.000480185,6.2802E-06,1.18535E-06,1586.254312,258.0055826,26.72977926,0.434271217,0.0969849,0.001268437,0.000239409
HARLEM RIVER II,1/1/19,NY005010030,147,3,256,201,NY005051,FEDERAL,CONVENTIONAL,NEW CONST,,116,116,515,4.44,,272,272,40,0.36,1,0,1,15,28815,0.66,28815,0.66,7281,981227,0.2527,412,2605601,5059,589,DOUGLASS BLVD,W 152ND ST,MACOMBS PL,W 151ST ST,MANHATTAN,10,13,30,71,9,10/31/65,,,,,0.29,0.0754,0.014326,0.00100282,7.01974E-05,2.24632E-05,2.24632E-07,1.79705E-08,1.58717,0.25815452,0.026745209,0.000434522,9.70409E-05,1.26917E-06,2.39547E-07,320.5670736,52.14050102,5.401836923,0.087762127,0.019599736,0.000256339,4.83823E-05
HARRISON AVENUE REHAB (GROUP A),1/1/19,NY005013410,347,341,772,762,NY005231,FEDERAL,TURNKEY,REHAB,,34,34,146,4.29,,75,75,11,0.324,1,0,1,5,9167,0.21,9167,0.21,6698,404958,0.7307,357,2368803,16225,486,HARRISON AVE,W BURNSIDE AVE,GRAND AVE,KINGSLAND PL,BRONX,5,15,29,86,14,9/1/86,,,YES,YES,0.085,0.0221,0.004199,0.00029393,2.05751E-05,6.58403E-06,6.58403E-08,5.26723E-09,0.465205,0.07566598,0.007839113,0.00012736,2.8443E-05,3.71998E-07,7.02121E-08,93.95931467,15.28256064,1.583297029,0.025723382,0.00574475,7.51339E-05,1.4181E-05
HARRISON AVENUE REHAB (GROUP B),1/1/19,NY005013410,547,341,773,762,NY005287,FEDERAL,TURNKEY,REHAB,,150,150,664,4.43,,326,326,60,0.403,4,0,4,43591,44753,1.03,44753,1.03,29954,1856310,0.6693,317,10059298,15150,517,UNIVERSITY PL,W BURNSIDE AVE,GRAND AVE,KINGSLAND PL,BRONX,5,15,29,86,14,12/1/86,,,YES,YES,0.375,0.0975,0.018525,0.00129675,9.07725E-05,2.90472E-05,2.90472E-07,2.32378E-08,2.052375,0.3338205,0.034584323,0.000561882,0.000125484,1.64117E-06,3.09759E-07,414.5263883,67.42306167,6.985133953,0.11348551,0.025344486,0.000331473,6.25633E-05
HERNANDEZ,1/1/19,NY005011000,184,100,286,237,NY005085,FEDERAL,CONVENTIONAL,NEW CONST,,149,149,601.5,4.04,,260,260,80,0.544,1,0,1,17,44689,1.03,44689,1.03,13167,1293680,0.2946,252,3731491,6077,524,ALLEN ST,STANTON ST,ELDRIDGE ST,E HOUSTON ST,MANHATTAN,3,7,26,65,1,8/31/71,,,,,0.3725,0.09685,0.0184015,0.001288105,9.01674E-05,2.88536E-05,2.88536E-07,2.30828E-08,2.0386925,0.33159503,0.03435376,0.000558136,0.000124647,1.63023E-06,3.07694E-07,411.762879,66.97357459,6.938566393,0.11272894,0.025175523,0.000329263,6.21462E-05
HIGHBRIDGE GARDENS,1/1/19,NY005000780,78,78,229,229,NY005026,FEDERAL,CONVENTIONAL,NEW CONST,,700,700,3252,4.65,,1601,1601,256,0.372,6,0,6,13-14,496875,11.41,496875,11.41,55678,5837785,0.1012,140,7547875,2321,521,SEDGWICK AVE,W 167TH ST,UNIVERSITY AVE,,BRONX,4,15,29,77,16,6/18/54,,,,,1.75,0.455,0.08645,0.0060515,0.000423605,0.000135554,1.35554E-06,1.08443E-07,9.57775,1.557829,0.161393505,0.002622115,0.000585592,7.65878E-06,1.44554E-06,1934.456479,314.6409544,32.59729178,0.529599045,0.118274268,0.001546874,0.000291962
HOE AVENUE-EAST 173RD STREET,1/1/19,NY005015300,215,530,333,748,NY005164,FEDERAL,TURNKEY,NEW CONST,,65,65,270.5,4.16,,144,144,22,0.344,1,0,1,6,22000,0.51,22000,0.51,9242,602580,0.4201,282,1583566,5801,505,HOE AVE,E 173RD ST,E 174TH ST,VYSE AVE,BRONX,3,15,32,79,17,12/31/70,,,,YES,0.1625,0.04225,0.0080275,0.000561925,3.93348E-05,1.25871E-05,1.25871E-07,1.00697E-08,0.8893625,0.14465555,0.01498654,0.000243482,5.43764E-05,7.11172E-07,1.34229E-07,179.6281016,29.21666006,3.026891379,0.049177054,0.010982611,0.000143638,2.71108E-05
HOLMES TOWERS,1/1/19,NY005011390,159,139,277,253,NY005069,FEDERAL,CONVENTIONAL,NEW CONST,,536,537,2070,3.86,,941,941,257,0.481,2,0,2,25,122341,2.81,122341,2.81,19872,3893920,0.1624,335,10435545,4952,511,FIRST AVE,ISAACS HOUSES,FDR DRIVE,E 92ND ST,MANHATTAN,8,12,28,68,5,4/30/69,,,,,1.34,0.3484,0.066196,0.00463372,0.00032436,0.000103795,1.03795E-06,8.30363E-08,7.33382,1.19285192,0.123581312,0.002007791,0.000448396,5.86444E-06,1.10687E-06,1481.240961,240.9250737,24.96021199,0.405521554,0.090564297,0.001184464,0.00022356
HOPE GARDENS,1/1/19,NY005012470,247,247,546,546,NY005218,FEDERAL,CONVENTIONAL,NEW CONST,,323,324,1404.5,4.35,,696,696,176,0.547,4,1,4,43660,202500,4.65,202500,4.65,41000,351600,0.2025,150,20632339,14504,511,LINDEN ST,WILSON AVE,GROVE ST,,BROOKLYN,4,7,18,53,37,8/31/81,,PARTIALLY,YES,,0.8075,0.20995,0.0398905,0.002792335,0.000195463,6.25483E-05,6.25483E-07,5.00386E-08,4.4194475,0.71882681,0.074471574,0.001209919,0.000270209,3.53398E-06,6.67015E-07,892.6134894,145.1843261,15.04132178,0.244372131,0.054575127,0.000713772,0.00013472
HOWARD,1/1/19,NY005000720,72,72,568,568,NY005244A,FEDERAL,CONVENTIONAL,NEW CONST,,813,815,3699.5,4.55,,1835,1835,279,0.348,10,0,16,43659,664735,15.26,621176,14.26,87500,6943700,0.1316,120,11359000,3079,504,EAST NEW YORK AVE,MOTHER GASTON BLVD,PITKIN AVE,ROCKAWAY AVE,BROOKLYN,16,8,20,55,41,12/30/55,1979/08/01-ATP 4,,,,2.0325,0.52845,0.1004055,0.007028385,0.000491987,0.000157436,1.57436E-06,1.25949E-07,11.1238725,1.80930711,0.187447028,0.003045399,0.000680123,8.89512E-06,1.6789E-06,2246.733024,365.4329942,37.85942602,0.615091462,0.137367114,0.001796584,0.000339093
HOWARD AVENUE,1/1/19,NY005013510,339,351,782,765,NY005261,FEDERAL,TURNKEY,NEW CONST,,148,150,669,4.52,,373,373,39,0.265,5,1,25,3,132915,3.05,132915,3.05,50568,1536736,0.3805,122,11464557,15641,663,EAST NEW YORK AVE,GRAFTON ST,SUTTER AVE,TAPSCOTT ST,BROOKLYN,16,9,20,55,41,8/1/88,,,YES,,0.37,0.0962,0.018278,0.00127946,8.95622E-05,2.86599E-05,2.86599E-07,2.29279E-08,2.02501,0.32936956,0.034123198,0.00055439,0.000123811,1.61928E-06,3.05629E-07,408.9993697,66.52408751,6.891998833,0.111972369,0.02500656,0.000327053,6.17292E-05
HOWARD AVENUE-PARK PLACE,1/1/19,NY005013510,365,351,551,551,NY005225,FEDERAL,TURNKEY,NEW CONST,,155,156,776.5,5.01,,449,449,28,0.182,8,0,159,3,197563,4.54,197563,4.54,54978,1657275,0.2783,99,15843706,20286,700,HOWARD AVE,STERLING PL,EASTERN PKWY,SAINT JOHNS PL,BROOKLYN,16,9,"20, 25",55,41,8/31/94,,,YES,,0.3875,0.10075,0.0191425,0.001339975,9.37983E-05,3.00154E-05,3.00154E-07,2.40124E-08,2.1207875,0.34494785,0.035737133,0.000580611,0.000129667,1.69587E-06,3.20085E-07,428.3439345,69.67049706,7.217971751,0.11726836,0.026189302,0.000342522,6.46488E-05
HUGHES APARTMENTS,1/1/19,NY005011680,168,168,275,275,NY005081,FEDERAL,CONVENTIONAL,NEW CONST,,509,513,2421.5,4.76,,1366,1366,135,0.268,3,1,4,22,241990,5.56,241990,5.56,23502,4599540,0.0971,246,10288064,4201,585,ROCKAWAY AVE,MOTHER GASTON BLVD,SUTTER AVE,BELMONT AVE,BROOKLYN,16,9,20,55,41,6/30/68,,,,,1.2725,0.33085,0.0628615,0.004400305,0.000308021,9.85668E-05,9.85668E-07,7.88535E-08,6.9643925,1.13276423,0.117356134,0.001906652,0.000425809,5.56903E-06,1.05112E-06,1406.626211,228.7889226,23.70288788,0.385094163,0.086002289,0.001124798,0.000212298
HUNTS POINT AVENUE REHAB,1/1/19,NY005015300,367,530,806,748,NY005299,FEDERAL,TURNKEY,REHAB,,131,131,605.5,4.62,,314,314,35,0.273,13,0,13,43560,58206,1.34,58206,1.34,35180,1540888,0.6044,234,13280604,21933,568,LAFAYETTE AVE,HUNTS POINT AVE,SENECA AVE,IRVINE ST,BRONX,2,15,"32, 34",85,17,11/30/91,,,YES,YES,0.3275,0.08515,0.0161785,0.001132495,7.92747E-05,2.53679E-05,2.53679E-07,2.02943E-08,1.7924075,0.29153657,0.030203642,0.00049071,0.000109589,1.43329E-06,2.70523E-07,362.0197124,58.88280719,6.100350319,0.099110678,0.022134184,0.000289486,5.46386E-05
HYLAN,1/1/19,NY005010860,109,86,680,680,NY005364,FEDERAL,CONVENTIONAL,NEW CONST,,209,209,933.5,4.47,,456,456,82,0.394,1,0,1,19,77658,1.78,77658,1.78,11403,1878400,0.1468,256,3945608,4240,573,MOORE ST,HUMBOLDT ST,SEIGEL ST,BUSHWICK AVE,BROOKLYN,1,7,18,53,34,6/30/60,1995/07/13-PTA,,,,0.5225,0.13585,0.0258115,0.001806805,0.000126476,4.04724E-05,4.04724E-07,3.23779E-08,2.8596425,0.46512323,0.048187489,0.000782889,0.000174841,2.28669E-06,4.31598E-07,577.5734343,93.94279926,9.732619974,0.158123143,0.035313317,0.000461852,8.71716E-05
INDEPENDENCE,1/1/19,NY005021400,140,234,442,442,NY005376,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,155,741,744,3333.5,4.5,354,1360,1714,326,0.448,6,0,6,21,232000,5.33,232000,5.33,44685,6457003,0.1926,322,14543000,4344,470,CLYMER ST,WILSON ST,WYTHE AVE,BEDFORD AVE,BROOKLYN,1,7,18,50,33,10/31/65,,,,,1.8525,0.48165,0.0915135,0.006405945,0.000448416,0.000143493,1.43493E-06,1.14795E-07,10.1387325,1.64907327,0.170846553,0.002775696,0.00061989,8.10736E-06,1.53021E-06,2047.760358,333.0699246,34.50656173,0.560618418,0.125201761,0.001637477,0.000309063
INGERSOLL,1/1/19,NY005000140,14,14,510,510,NY005213B,FEDERAL,CONVENTIONAL,NEW CONST,,1830,1840,8698,4.75,,4198,4198,493,0.292,20,1,46,43627,884521,20.31,812641,18.66,175748,10226288,0.1762,207,12236672,1681,577,PARK AVE,SAINT EDWARDS ST,MYRTLE AVE,PRINCE ST,BROOKLYN,2,8,25,57,35,2/24/44,1977/07/01-ATP 1,,,,4.575,1.1895,0.226005,0.01582035,0.001107425,0.000354376,3.54376E-06,2.83501E-07,25.038975,4.0726101,0.421928735,0.006854958,0.001530904,2.00222E-05,3.77906E-06,5057.221937,822.5613523,85.21863422,1.384523217,0.30920273,0.004043971,0.000763273
INTERNATIONAL TOWER,1/1/19,NY005010910,316,91,296,296,NY005241,FEDERAL,TURNKEY,NEW CONST (ELD),,146,159,520,3.56,,179,179,131,0.903,1,0,1,10,42500,0.98,42500,0.98,12689,1126314,0.2986,183,10992764,19269,383,170TH ST,90TH AVE,169TH ST,JAMAICA AVE,QUEENS,12,5,14,29,27,5/31/83,,EXCLUSIVELY,YES,,0.365,0.0949,0.018031,0.00126217,8.83519E-05,2.82726E-05,2.82726E-07,2.26181E-08,1.997645,0.32491862,0.033662074,0.000546898,0.000122138,1.5974E-06,3.01499E-07,403.4723512,65.62511336,6.798863714,0.110459229,0.024668633,0.000322634,6.0895E-05
ISAACS,1/1/19,NY005011390,139,139,253,253,NY005057,FEDERAL,CONVENTIONAL,NEW CONST,,634,636,2638,4.16,,1250,1250,279,0.441,3,1,4,24,152173,3.49,152173,3.49,32645,4857894,0.2145,358,13251410,5009,556,E 93RD ST,FIRST AVE,FDR DRIVE,,MANHATTAN,8,12,29,68,5,7/31/65,,,,,1.585,0.4121,0.078299,0.00548093,0.000383665,0.000122773,1.22773E-06,9.82183E-08,8.674705,1.41094798,0.146176403,0.002374887,0.000530379,6.93667E-06,1.30925E-06,1752.064868,284.9748073,29.52383284,0.479665421,0.107122694,0.001401026,0.000264434
JACKSON,1/1/19,NY005012670,120,267,243,243,NY005043,FEDERAL,CONVENTIONAL,NEW CONST,,868,868,4137,4.77,,2203,2203,289,0.338,7,1,7,16,343403,7.88,343403,7.88,59552,7682714,0.1734,280,14850303,3590,533,PARK AVE,COURTLANDT AVE,E 158TH ST,E 156TH ST,BRONX,1,15,32,79,17,7/31/63,,,,,2.17,0.5642,0.107198,0.00750386,0.00052527,0.000168086,1.68086E-06,1.34469E-07,11.87641,1.93170796,0.200127946,0.003251423,0.000726134,9.49689E-06,1.79247E-06,2398.726033,390.1547835,40.42064181,0.656702816,0.146660092,0.001918124,0.000362033
JEFFERSON,1/1/19,NY005010640,64,64,219,219,NY005016,FEDERAL,CONVENTIONAL,NEW CONST,,1486,1493,6945,4.67,,3314,3314,570,0.387,18,1,35,41833,757179,17.38,757179,17.38,149778,13032612,0.1978,191,26894981,3854,565,E 112TH ST,THIRD AVE,E 115TH ST,FIRST AVE,MANHATTAN,11,13,30,68,8,8/28/59,,,,,3.715,0.9659,0.183521,0.01284647,0.000899253,0.000287761,2.87761E-06,2.30209E-07,20.332195,3.30704842,0.342615355,0.005566375,0.001243127,1.62585E-05,3.06868E-06,4106.574753,667.9377976,69.19939369,1.124263115,0.251079375,0.003283793,0.000619794
JOHNSON,1/1/19,NY005000170,17,17,516,516,NY005213H,FEDERAL,CONVENTIONAL,NEW CONST,,1296,1310,6121,4.72,,3076,3076,488,0.382,10,0,17,14,517632,11.88,456630,10.48,97804,10582024,0.1889,259,14348000,2337,573,E 112TH ST,E 115TH ST,THIRD AVE,PARK AVE,MANHATTAN,11,13,30,68,8,12/27/48,1977/07/01-ATP 1,,,,3.24,0.8424,0.160056,0.01120392,0.000784274,0.000250968,2.50968E-06,2.00774E-07,17.73252,2.88420912,0.298808546,0.004854659,0.001084181,1.41797E-05,2.67632E-06,3581.507994,582.5352528,60.35155735,0.980514803,0.218976359,0.002863927,0.000540547
